61,314.00
607,0.00
607,0.00
607,2.00
69,234.00
607,8.00
405,89.00
607,8.00
607,0.00
607,8.00
607,2.00
607,0.00
607,8.00
607,0.00
607,0.00
607,0.00
607,0.00
53,314.00
607,8.00
607,0.00
607,8.00
607,0.00
607,8.00
607,8.00
607,2.00
607,8.00
607,0.00
607,0.00
607,8.00
607,8.00
607,0.00
607,0.00
607,0.00
607,0.00
607,0.00
607,8.00
607,8.00
607,8.00
607,0.00
607,8.00
607,8.00
607,0.00
405,89.00
405,146.00
607,8.00
607,0.00
607,0.00
607,0.00
607,0.00
405,146.00
607,0.00
607,8.00
607,0.00
607,0.00
607,0.00
607,0.00
607,0.00
607,0.00
607,8.00
607,0.00
607,0.00
607,8.00
65,234.00
405,89.00
57,314.00
607,0.00
607,0.00
607,8.00
607,8.00
607,0.00
607,0.00
607,8.00
607,8.00
405,89.00
607,0.00
607,8.00
607,0.00
607,8.00
607,0.00
607,2.00
57,314.00
607,0.00
77,314.00
607,0.00
405,89.00
607,0.00
607,0.00
607,8.00
607,0.00
607,0.00
405,89.00
607,2.00
607,0.00
607,0.00
37,314.00
607,0.00
45,234.00
607,0.00
607,8.00
607,0.00
