607,0.00
607,0.00
607,1.44
405,3.86
405,3.86
405,3.86
607,0.04
405,3.86
405,3.86
607,0.36
607,0.00
405,3.86
607,0.00
405,3.86
607,0.64
405,3.86
607,0.00
405,3.86
607,0.00
607,0.00
607,0.00
607,0.00
405,3.86
607,0.00
607,0.00
607,0.00
607,0.00
607,0.16
607,0.00
607,0.00
607,1.44
607,0.00
607,0.00
607,0.16
607,0.00
607,0.00
607,0.00
607,0.64
607,0.00
607,1.00
607,0.00
405,3.86
405,3.86
405,3.86
607,0.00
607,0.16
607,0.16
607,0.00
607,0.16
607,0.16
607,0.04
607,1.44
607,0.00
607,0.00
607,0.16
405,3.86
607,0.00
607,0.00
405,3.86
607,0.00
405,3.86
607,0.00
405,3.86
607,0.04
607,0.04
607,0.04
607,0.00
405,3.86
607,1.44
607,0.00
607,0.00
607,0.04
607,0.00
607,0.00
607,0.00
607,0.04
607,0.00
607,1.00
607,0.16
607,0.00
607,0.00
607,0.00
607,0.00
607,0.00
405,3.86
607,1.00
607,0.00
405,3.86
405,3.86
607,0.64
607,0.00
607,0.00
607,0.00
607,0.64
607,0.00
607,0.04
607,0.00
607,0.00
607,0.36
607,0.16
