500,9.00
500,26.00
500,2.00
500,3.39
500,25.57
500,9.00
500,12.84
500,17.00
500,7.68
500,11.49
500,18.98
500,1.81
500,17.00
500,11.87
500,0.84
500,5.19
500,5.96
500,35.30
500,4.79
500,0.00
500,27.73
500,25.74
500,0.00
500,36.00
500,5.24
500,29.00
500,9.00
500,15.86
500,2.68
500,5.36
500,28.24
500,26.68
500,1.91
500,16.40
500,5.00
500,5.00
500,17.49
500,3.60
500,9.00
500,32.00
500,7.98
500,6.89
500,31.37
500,21.33
500,50.47
500,18.00
500,17.00
500,9.00
500,16.35
500,23.25
500,12.43
500,34.81
500,8.42
500,7.18
500,41.00
500,65.00
500,3.62
500,9.80
500,9.00
500,13.70
500,17.00
500,27.47
500,5.00
500,4.77
500,6.30
500,1.37
500,24.91
500,5.71
500,18.01
500,2.69
500,43.00
500,13.75
500,5.00
500,5.00
500,5.00
500,45.00
500,6.74
500,29.00
500,5.00
500,27.98
500,20.62
500,11.12
500,6.07
500,2.27
500,10.22
500,1.22
500,36.00
500,18.00
500,7.82
500,65.00
500,14.09
500,5.00
500,36.00
500,3.77
500,68.00
500,20.59
500,7.92
500,5.00
500,1.67
500,9.73
