10,2.00
10,2.00
10,2.00
10,0.00
10,2.00
10,4.00
10,2.00
10,2.00
10,4.00
10,0.00
10,0.00
10,4.00
10,2.00
10,4.00
10,2.00
10,2.00
10,2.00
10,2.00
10,0.00
10,4.00
10,2.00
10,0.00
10,4.00
10,0.00
10,2.00
10,4.00
10,0.00
10,4.00
10,0.00
10,2.00
10,0.00
10,2.00
10,2.00
10,2.00
10,0.00
10,0.00
10,2.00
10,2.00
10,4.00
10,2.00
10,2.00
10,2.00
10,2.00
10,0.00
10,2.00
10,4.00
10,0.00
10,4.00
10,0.00
10,2.00
10,4.00
10,4.00
10,0.00
10,0.00
10,2.00
10,2.00
10,2.00
10,2.00
10,0.00
10,2.00
10,2.00
10,2.00
10,2.00
10,2.00
10,2.00
10,2.00
10,2.00
10,0.00
10,2.00
10,2.00
10,0.00
10,2.00
10,0.00
10,2.00
10,4.00
10,2.00
10,2.00
10,2.00
10,2.00
10,0.00
10,0.00
10,2.00
10,2.00
10,2.00
10,4.00
10,0.00
10,2.00
10,2.00
10,0.00
10,2.00
10,2.00
10,0.00
10,2.00
10,2.00
10,0.00
10,4.00
10,0.00
10,4.00
10,2.00
10,2.00
